TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Customer_Age_encoded,Target
1246,2023-05-16 16:57:35,0,22,1,54,2,37,0,1163,2024-11-04 08:12:07,4,1
105,2023-11-17 16:39:20,0,7,0,25,0,35,0,1439,2024-11-04 08:11:24,2,1
1034,2023-06-09 17:58:00,0,27,0,57,2,106,0,928,2024-11-04 08:11:58,4,2
247,2023-03-27 17:07:20,0,37,2,15,0,220,0,860,2024-11-04 08:10:44,1,0
1140,2023-08-14 16:01:02,0,34,0,45,2,37,0,1038,2024-11-04 08:12:23,4,1
1232,2023-09-05 17:34:08,0,39,2,6,3,58,0,50,2024-11-04 08:10:37,0,1
1563,2023-06-19 16:22:28,0,22,2,7,3,29,0,54,2024-11-04 08:06:44,0,1
126,2023-05-01 16:57:17,0,30,0,3,3,80,0,320,2024-11-04 08:12:18,0,1
828,2023-01-18 16:59:48,0,38,0,38,2,171,0,431,2024-11-04 08:09:15,4,2
0,2023-11-23 16:14:48,0,28,2,2,3,163,0,501,2024-11-04 08:07:45,0,2
847,2023-05-31 16:50:20,0,23,0,53,2,151,0,882,2024-11-04 08:11:21,4,2
1255,2023-11-08 18:32:44,0,23,0,39,0,97,0,1555,2024-11-04 08:11:01,4,2
1277,2023-02-27 16:15:53,0,40,0,22,1,101,0,1217,2024-11-04 08:10:52,2,2
746,2023-01-09 16:08:52,0,37,0,1,3,26,0,305,2024-11-04 08:11:01,0,1
89,2023-09-11 17:05:50,0,40,1,8,1,149,0,980,2024-11-04 08:08:11,1,2
444,2023-11-10 16:43:45,0,25,1,40,1,67,0,605,2024-11-04 08:08:22,4,1
265,2023-12-07 16:19:07,0,32,0,37,1,101,0,713,2024-11-04 08:07:23,3,2
1253,2023-08-08 17:41:41,0,40,2,19,1,34,0,1429,2024-11-04 08:09:24,2,1
1388,2023-10-16 17:08:36,0,8,1,39,1,133,0,1407,2024-11-04 08:10:05,4,2
1161,2023-10-09 17:32:57,0,32,0,13,0,153,0,1219,2024-11-04 08:11:40,1,2
1181,2023-10-09 17:23:21,0,27,2,29,1,42,0,588,2024-11-04 08:11:57,3,1
50,2023-01-13 16:23:56,0,21,2,18,1,261,0,552,2024-11-04 08:11:14,2,0
851,2023-10-20 16:02:07,0,1,1,12,0,101,0,1035,2024-11-04 08:07:50,1,2
1008,2023-05-04 17:49:33,0,14,2,30,1,73,0,1289,2024-11-04 08:09:46,3,1
548,2023-10-04 17:10:02,0,22,0,27,0,247,0,1228,2024-11-04 08:10:02,2,0
397,2023-07-25 18:00:25,0,21,1,36,2,45,0,853,2024-11-04 08:07:12,3,1
1275,2023-06-20 17:07:05,0,38,2,49,0,93,0,1527,2024-11-04 08:10:18,4,2
1090,2023-03-10 16:35:33,0,28,1,55,2,142,0,1129,2024-11-04 08:10:23,4,2
1264,2023-06-20 18:43:51,0,42,1,11,0,143,0,1315,2024-11-04 08:11:43,1,2
1384,2023-07-14 16:22:54,0,6,1,41,2,79,0,1221,2024-11-04 08:09:07,4,1
678,2023-11-27 16:57:08,0,29,0,6,3,191,0,348,2024-11-04 08:09:29,0,0
134,2023-06-09 18:33:04,0,19,1,45,2,156,0,963,2024-11-04 08:09:14,4,2
356,2023-10-30 16:36:24,0,20,2,7,3,119,0,162,2024-11-04 08:11:01,0,2
1257,2023-08-07 17:17:34,0,10,0,7,3,247,0,49,2024-11-04 08:08:37,0,0
1334,2023-05-23 16:44:33,0,40,1,7,3,49,0,7,2024-11-04 08:11:47,0,1
1063,2023-02-09 17:46:49,0,39,1,31,0,108,0,1465,2024-11-04 08:10:23,3,2
97,2023-06-27 17:50:21,0,36,2,45,0,81,0,276,2024-11-04 08:10:55,4,1
1252,2023-09-18 16:18:19,0,20,1,25,1,238,0,1284,2024-11-04 08:11:41,2,0
652,2023-07-06 17:53:38,0,40,2,20,1,14,0,866,2024-11-04 08:09:52,2,1
1419,2023-10-19 16:34:22,0,39,2,19,0,36,0,1522,2024-11-04 08:07:12,2,1
190,2023-04-28 16:55:28,0,30,0,6,3,238,0,411,2024-11-04 08:11:26,0,0
1019,2023-03-08 17:42:36,0,13,0,17,0,151,0,1586,2024-11-04 08:08:51,1,2
1074,2023-09-27 16:25:38,0,19,2,50,0,137,0,1553,2024-11-04 08:09:31,4,2
783,2023-09-20 16:30:06,0,2,2,14,0,106,0,1409,2024-11-04 08:10:15,1,2
342,2023-10-06 18:39:39,0,25,2,31,4,169,0,682,2024-11-04 08:07:05,3,2
1322,2023-01-11 17:27:56,0,40,1,11,1,65,0,1205,2024-11-04 08:09:20,1,1
1011,2023-06-22 17:28:02,0,28,0,1,3,38,0,319,2024-11-04 08:07:20,0,1
1460,2023-08-11 17:12:30,0,11,0,9,3,111,0,219,2024-11-04 08:09:23,1,2
1001,2023-08-24 17:13:38,0,27,2,36,1,71,0,326,2024-11-04 08:09:50,3,1
1284,2023-02-21 17:42:42,0,38,1,0,3,179,0,408,2024-11-04 08:08:54,0,2
498,2023-12-04 16:23:00,0,39,1,58,2,37,0,659,2024-11-04 08:08:07,4,1
130,2023-12-21 17:56:04,0,39,2,1,3,135,0,298,2024-11-04 08:06:47,0,2
352,2023-06-08 18:54:04,0,4,2,38,1,272,0,657,2024-11-04 08:08:24,4,0
372,2023-06-23 16:41:27,0,37,1,2,3,162,0,355,2024-11-04 08:12:22,0,2
1235,2023-01-06 17:35:08,0,9,0,9,3,31,0,176,2024-11-04 08:11:28,1,1
345,2023-01-30 18:47:17,0,39,0,21,0,75,0,212,2024-11-04 08:10:19,2,1
1139,2023-03-02 16:06:18,0,28,1,27,1,145,0,638,2024-11-04 08:06:45,2,2
211,2023-12-28 16:51:20,0,0,2,1,3,164,0,300,2024-11-04 08:09:59,0,2
1186,2023-02-09 16:29:06,0,9,2,50,2,58,0,1033,2024-11-04 08:08:53,4,1
1423,2023-02-06 18:39:23,0,22,2,45,0,70,0,1589,2024-11-04 08:10:40,4,1
869,2023-05-23 16:29:31,0,2,0,1,3,175,0,139,2024-11-04 08:10:27,0,2
845,2023-09-07 17:19:21,0,10,0,1,3,30,0,523,2024-11-04 08:11:39,0,1
54,2023-11-13 16:32:53,0,40,1,1,3,261,0,250,2024-11-04 08:06:56,0,0
422,2023-05-30 16:28:48,0,27,2,38,2,99,0,506,2024-11-04 08:11:40,4,2
1157,2023-03-20 17:30:52,0,2,2,16,0,96,0,912,2024-11-04 08:09:39,1,2
737,2023-01-30 17:22:39,0,12,0,18,1,264,0,1331,2024-11-04 08:08:42,2,0
808,2023-07-17 16:05:23,0,29,2,42,2,241,0,620,2024-11-04 08:09:01,4,0
493,2023-08-04 18:34:01,0,7,2,27,1,77,0,998,2024-11-04 08:06:42,2,1
768,2023-03-13 16:26:30,0,14,0,7,3,24,0,201,2024-11-04 08:11:23,0,1
1513,2023-03-07 16:51:37,0,5,1,35,2,99,0,584,2024-11-04 08:12:17,3,2
515,2023-02-07 17:38:18,0,20,1,2,3,93,0,376,2024-11-04 08:12:07,0,2
417,2023-08-10 16:10:22,0,42,1,7,3,87,0,209,2024-11-04 08:07:15,0,1
1328,2023-11-24 16:45:11,0,20,1,62,2,141,0,822,2024-11-04 08:07:34,4,2
1490,2023-12-22 17:08:55,0,22,1,52,2,68,0,1173,2024-11-04 08:07:29,4,1
725,2023-03-27 18:08:06,0,30,1,27,0,104,0,850,2024-11-04 08:11:54,2,2
442,2023-10-18 16:28:19,0,12,0,44,0,81,0,1537,2024-11-04 08:09:15,4,1
686,2023-03-24 17:04:32,0,3,0,11,1,56,0,735,2024-11-04 08:08:36,1,1
216,2023-11-14 18:33:32,0,9,0,59,2,96,0,1042,2024-11-04 08:11:18,4,2
153,2023-02-08 16:42:59,0,16,2,30,1,169,0,823,2024-11-04 08:07:24,3,2
424,2023-06-22 17:18:09,0,33,0,30,0,136,0,1544,2024-11-04 08:12:06,3,2
644,2023-05-09 16:40:52,0,36,1,50,0,140,0,1512,2024-11-04 08:12:22,4,2
298,2023-11-13 16:16:24,0,12,0,17,0,85,0,239,2024-11-04 08:07:20,1,1
1559,2023-03-06 16:12:45,0,21,1,43,0,21,0,1507,2024-11-04 08:08:33,4,1
506,2023-05-11 18:31:20,0,34,0,7,3,150,0,284,2024-11-04 08:09:44,0,2
555,2023-06-26 16:10:25,0,41,2,10,3,274,0,446,2024-11-04 08:08:28,1,0
249,2023-11-13 16:41:09,0,38,1,5,3,206,0,100,2024-11-04 08:08:59,0,0
1217,2023-11-17 16:50:08,0,24,2,54,2,150,0,585,2024-11-04 08:11:04,4,2
533,2023-05-22 17:45:02,0,4,1,51,2,138,0,950,2024-11-04 08:11:19,4,2
462,2023-05-22 16:24:02,0,29,2,39,2,7,0,742,2024-11-04 08:08:19,4,1
998,2023-04-17 18:42:04,0,4,2,50,2,164,0,1236,2024-11-04 08:10:58,4,2
374,2023-03-13 16:33:49,0,37,1,6,3,37,0,315,2024-11-04 08:09:57,0,1
169,2023-10-13 16:22:08,0,37,0,40,0,230,0,1487,2024-11-04 08:12:01,4,0
677,2023-04-03 18:37:57,0,11,0,38,1,106,0,1344,2024-11-04 08:12:06,4,2
282,2023-06-12 17:36:25,0,40,1,23,0,136,0,1113,2024-11-04 08:11:08,2,2
1226,2023-04-17 16:53:29,0,17,0,42,1,55,0,1238,2024-11-04 08:10:13,4,1
913,2023-07-10 18:34:22,0,31,1,33,2,165,0,1000,2024-11-04 08:11:06,3,2
535,2023-06-07 17:35:50,0,9,0,38,0,54,0,1399,2024-11-04 08:06:35,4,1
67,2023-05-05 16:35:44,0,12,1,15,0,51,0,1036,2024-11-04 08:09:03,1,1
1208,2023-09-25 16:23:23,0,7,0,17,1,222,0,1037,2024-11-04 08:11:16,1,0
1144,2023-04-24 17:18:18,0,35,1,10,3,154,0,449,2024-11-04 08:12:13,1,2
1199,2023-12-11 18:43:00,0,15,2,48,2,23,0,1073,2024-11-04 08:11:33,4,1
529,2023-10-19 17:34:53,0,39,1,40,0,92,0,1174,2024-11-04 08:11:23,4,2
1368,2023-03-31 16:34:38,0,34,0,22,1,122,0,1100,2024-11-04 08:08:34,2,2
1422,2023-06-23 17:38:26,0,34,2,47,0,13,0,1515,2024-11-04 08:06:32,4,1
1312,2023-09-13 18:38:27,0,35,2,24,0,138,0,1159,2024-11-04 08:11:22,2,2
364,2023-02-20 16:28:39,0,20,1,11,0,41,0,1474,2024-11-04 08:12:07,1,1
1004,2023-02-13 17:04:50,0,21,1,38,0,133,0,4,2024-11-04 08:11:47,4,2
195,2023-07-18 16:38:11,0,16,0,49,0,154,0,929,2024-11-04 08:10:12,4,2
211,2023-04-07 16:16:00,0,32,1,32,1,155,0,1442,2024-11-04 08:07:16,3,2
1532,2023-04-12 17:06:06,0,16,2,13,0,18,0,1599,2024-11-04 08:10:23,1,1
148,2023-11-16 16:33:22,0,29,0,42,1,156,0,1078,2024-11-04 08:06:29,4,2
1319,2023-09-19 17:45:19,0,39,0,7,3,230,0,256,2024-11-04 08:08:30,0,0
660,2023-09-05 16:52:06,0,33,1,5,3,5,0,471,2024-11-04 08:12:18,0,1
250,2023-05-29 17:45:26,0,14,2,59,2,263,0,844,2024-11-04 08:09:46,4,0
982,2023-05-26 17:56:17,0,42,1,15,1,67,0,861,2024-11-04 08:09:20,1,1
1152,2023-02-03 17:10:00,0,4,2,2,3,81,0,63,2024-11-04 08:09:51,0,1
184,2023-11-03 16:50:08,0,8,2,45,2,66,0,762,2024-11-04 08:10:52,4,1
337,2023-12-04 18:06:30,0,12,1,37,2,163,0,1015,2024-11-04 08:11:27,3,2
363,2023-01-16 18:03:02,0,26,0,4,3,243,0,502,2024-11-04 08:12:07,0,0
1084,2023-12-26 16:08:51,0,3,0,35,2,31,0,730,2024-11-04 08:09:59,3,1
1031,2023-05-08 16:37:53,0,31,1,48,2,62,0,795,2024-11-04 08:09:00,4,1
861,2023-10-30 17:07:54,0,43,1,14,1,206,0,1032,2024-11-04 08:10:59,1,0
730,2023-03-27 16:56:29,0,16,0,12,0,108,0,973,2024-11-04 08:09:24,1,2
1533,2023-05-10 17:05:08,0,30,0,37,1,110,0,1436,2024-11-04 08:09:38,3,2
859,2023-07-27 17:30:14,0,8,0,27,1,7,0,706,2024-11-04 08:11:26,2,1
459,2023-09-12 16:32:09,0,24,1,9,3,193,0,143,2024-11-04 08:10:29,1,0
14,2023-02-13 17:48:36,0,24,2,51,0,136,0,1454,2024-11-04 08:11:01,4,2
887,2023-08-22 16:34:34,0,4,2,0,3,119,0,115,2024-11-04 08:10:25,0,2
335,2023-09-04 17:36:40,0,21,0,37,2,57,0,1199,2024-11-04 08:11:58,3,1
527,2023-12-26 17:40:23,0,17,2,44,0,39,0,1485,2024-11-04 08:11:34,4,1
731,2023-01-05 16:56:49,0,37,1,42,1,189,0,570,2024-11-04 08:09:17,4,0
1155,2023-09-19 17:23:14,0,35,1,4,3,113,0,517,2024-11-04 08:09:37,0,2
1591,2023-04-24 16:47:17,0,42,2,4,3,268,0,110,2024-11-04 08:10:49,0,0
1042,2023-02-16 16:23:11,0,22,1,19,1,46,0,323,2024-11-04 08:11:13,2,1
162,2023-08-31 17:43:38,0,14,0,0,3,230,0,286,2024-11-04 08:09:03,0,0
843,2023-03-03 17:08:36,0,12,0,3,3,64,0,21,2024-11-04 08:11:19,0,1
107,2023-11-29 17:43:51,0,6,0,54,2,161,0,1136,2024-11-04 08:08:00,4,2
747,2023-04-10 16:23:53,0,31,2,10,3,61,0,414,2024-11-04 08:09:21,1,1
359,2023-10-16 17:43:00,0,3,1,10,3,21,0,15,2024-11-04 08:08:13,1,1
488,2023-11-27 17:51:15,0,39,1,45,0,39,0,1461,2024-11-04 08:09:18,4,1
624,2023-04-07 16:50:22,0,14,1,46,0,53,0,1587,2024-11-04 08:08:41,4,1
1589,2023-08-28 17:56:39,0,38,0,33,2,217,0,701,2024-11-04 08:08:54,3,0
1333,2023-07-18 18:06:23,0,11,1,34,1,170,0,920,2024-11-04 08:08:35,3,2
1546,2023-01-17 16:53:08,0,33,2,35,1,28,0,808,2024-11-04 08:08:06,3,1
734,2023-05-01 17:04:30,0,26,1,8,3,271,0,340,2024-11-04 08:07:51,1,0
1497,2023-01-31 16:02:23,0,4,0,4,3,194,0,332,2024-11-04 08:06:24,0,0
176,2023-12-20 17:15:14,0,18,2,7,3,264,0,215,2024-11-04 08:06:33,0,0
945,2023-11-06 16:28:15,0,18,0,44,2,78,0,428,2024-11-04 08:12:10,4,1
1417,2023-04-18 17:17:37,0,33,0,31,0,98,0,1621,2024-11-04 08:12:11,3,2
161,2023-05-18 16:24:16,0,34,1,37,0,88,0,19,2024-11-04 08:08:56,3,1
91,2023-11-27 17:01:48,0,36,0,31,0,84,0,1520,2024-11-04 08:09:51,3,1
1600,2023-11-06 16:35:59,0,9,2,15,0,158,0,1496,2024-11-04 08:06:45,1,2
695,2023-03-06 18:04:32,0,19,0,31,1,28,0,70,2024-11-04 08:08:35,3,1
831,2023-01-20 16:34:35,0,30,2,34,2,204,0,821,2024-11-04 08:09:52,3,0
274,2023-10-31 16:45:07,0,11,1,11,0,66,0,362,2024-11-04 08:10:00,1,1
1058,2023-10-09 18:41:21,0,10,0,9,3,112,0,374,2024-11-04 08:08:59,1,2
398,2023-02-01 17:12:47,0,31,2,49,2,63,0,792,2024-11-04 08:10:22,4,1
102,2023-09-18 16:40:59,0,26,1,3,3,68,0,349,2024-11-04 08:10:06,0,1
339,2023-09-07 16:47:49,0,26,0,16,1,140,0,1310,2024-11-04 08:08:55,1,2
625,2023-11-27 17:34:33,0,39,1,37,0,37,0,1600,2024-11-04 08:08:46,3,1
1248,2023-06-27 16:52:00,0,8,0,4,3,46,0,505,2024-11-04 08:09:08,0,1
1340,2023-11-08 18:24:56,0,27,0,2,3,139,0,1325,2024-11-04 08:09:58,0,2
208,2023-04-17 18:22:37,0,16,0,39,0,172,0,41,2024-11-04 08:12:14,4,2
697,2023-08-08 17:06:41,0,42,0,13,1,5,0,906,2024-11-04 08:09:07,1,1
713,2023-03-15 17:40:16,0,17,0,8,3,74,0,130,2024-11-04 08:09:22,1,1
850,2023-09-14 17:08:40,0,37,1,29,1,184,0,817,2024-11-04 08:11:24,3,2
927,2023-07-24 16:02:33,0,32,2,8,3,148,0,439,2024-11-04 08:08:42,1,2
135,2023-04-13 16:41:41,0,16,1,50,0,119,0,1583,2024-11-04 08:10:55,4,2
1092,2023-03-20 17:21:43,0,22,0,62,2,217,0,1128,2024-11-04 08:06:44,4,0
1583,2023-11-07 18:57:13,0,13,1,38,2,108,0,632,2024-11-04 08:08:54,4,2
974,2023-01-12 17:12:22,0,28,0,46,2,42,0,1218,2024-11-04 08:09:48,4,1
60,2023-09-05 16:43:36,0,34,1,13,1,119,0,1084,2024-11-04 08:08:52,1,2
571,2023-08-17 16:26:57,0,8,2,10,3,31,0,527,2024-11-04 08:06:57,1,1
1247,2023-07-24 16:14:05,0,25,2,38,2,7,0,874,2024-11-04 08:11:15,4,1
1519,2023-07-18 17:22:49,0,19,2,33,2,140,0,664,2024-11-04 08:10:51,3,2
1202,2023-10-18 16:44:36,0,35,0,51,2,59,0,1107,2024-11-04 08:11:27,4,1
53,2023-10-20 17:48:44,0,17,0,49,2,252,0,1208,2024-11-04 08:08:28,4,0
817,2023-08-02 17:32:29,0,39,1,13,1,26,0,1116,2024-11-04 08:10:52,1,1
518,2023-01-11 18:07:25,0,10,3,52,2,130,0,533,2024-11-04 08:09:49,4,2
1067,2023-11-28 16:09:34,0,1,1,2,3,30,0,153,2024-11-04 08:10:17,0,1
1548,2023-01-02 16:30:09,0,5,2,4,3,107,0,395,2024-11-04 08:08:27,0,2
572,2023-10-24 16:12:19,0,38,1,34,0,2,0,1303,2024-11-04 08:09:37,3,1
467,2023-07-27 16:01:41,0,15,2,43,2,161,0,1270,2024-11-04 08:06:36,4,2
642,2023-05-16 16:45:46,0,18,2,49,0,87,0,339,2024-11-04 08:07:26,4,1
143,2023-02-13 16:53:36,0,17,1,40,1,271,0,601,2024-11-04 08:12:04,4,0
499,2023-11-14 16:09:22,0,37,2,42,0,99,0,1525,2024-11-04 08:10:18,4,2
543,2023-11-28 18:04:26,0,32,2,39,1,84,0,1334,2024-11-04 08:11:49,4,1
837,2023-09-13 18:47:47,0,30,1,2,3,144,0,96,2024-11-04 08:10:50,0,2
681,2023-01-02 16:01:26,0,24,2,28,1,65,0,1276,2024-11-04 08:10:33,3,1
819,2023-06-29 17:39:21,0,6,2,6,3,69,0,361,2024-11-04 08:08:44,0,1
99,2023-03-22 17:31:23,0,26,0,38,1,18,0,1300,2024-11-04 08:11:20,4,1
1249,2023-08-28 16:02:11,0,0,0,29,0,257,0,1269,2024-11-04 08:09:04,3,0
1218,2023-01-09 17:12:40,0,23,1,22,1,157,0,1176,2024-11-04 08:11:02,2,2
580,2023-11-27 16:33:20,0,20,0,31,1,23,0,631,2024-11-04 08:08:17,3,1
93,2023-12-25 16:56:06,0,0,0,35,2,91,0,447,2024-11-04 08:11:05,3,2
1027,2023-04-14 16:00:51,0,25,0,4,3,201,0,322,2024-11-04 08:10:59,0,0
1592,2023-03-03 16:21:27,0,37,2,10,1,163,0,799,2024-11-04 08:08:17,1,2
1168,2023-11-06 17:58:34,0,3,2,6,3,137,0,263,2024-11-04 08:09:55,0,2
596,2023-03-20 17:17:27,0,40,0,51,2,21,0,603,2024-11-04 08:11:44,4,1
1106,2023-06-22 16:05:35,0,1,2,37,1,168,0,1397,2024-11-04 08:10:27,3,2
7,2023-06-07 17:02:33,0,34,0,35,2,259,0,335,2024-11-04 08:12:04,3,0
272,2023-04-06 16:03:23,0,20,1,36,0,272,0,1548,2024-11-04 08:06:58,3,0
69,2023-08-28 17:08:41,0,14,1,5,3,148,0,233,2024-11-04 08:10:32,0,2
1122,2023-12-25 17:31:53,0,34,2,38,2,200,0,970,2024-11-04 08:09:57,4,0
226,2023-11-17 16:40:09,0,25,0,0,3,70,0,483,2024-11-04 08:11:29,0,1
670,2023-04-17 17:43:23,0,24,0,51,2,49,0,661,2024-11-04 08:07:30,4,1
168,2023-07-20 18:26:11,0,35,2,55,2,119,0,325,2024-11-04 08:09:30,4,2
290,2023-12-25 18:03:33,0,0,0,47,0,36,0,1273,2024-11-04 08:11:47,4,1
100,2023-08-16 16:41:21,0,18,0,35,0,8,0,1601,2024-11-04 08:08:43,3,1
1474,2023-12-08 16:06:14,0,18,2,9,3,165,0,61,2024-11-04 08:09:58,1,2
415,2023-02-17 16:28:12,0,24,0,1,3,104,0,440,2024-11-04 08:09:07,0,2
426,2023-06-14 16:16:25,0,27,2,57,2,160,0,1179,2024-11-04 08:06:37,4,2
739,2023-02-20 16:07:41,0,3,0,15,0,7,0,1480,2024-11-04 08:07:49,1,1
638,2023-01-23 16:05:26,0,7,0,16,1,152,0,630,2024-11-04 08:07:25,1,2
711,2023-10-02 18:21:39,0,9,1,10,3,105,0,177,2024-11-04 08:08:55,1,2
1026,2023-12-06 18:15:42,0,24,0,45,2,25,0,594,2024-11-04 08:07:59,4,1
1403,2023-08-24 16:46:58,0,17,0,4,3,139,0,267,2024-11-04 08:09:47,0,2
1044,2023-08-10 16:23:08,0,5,2,7,3,134,0,518,2024-11-04 08:09:31,0,2
160,2023-11-03 18:44:38,0,1,1,61,2,110,0,512,2024-11-04 08:08:30,4,2
994,2023-03-03 16:57:11,0,28,0,7,3,27,0,487,2024-11-04 08:07:51,0,1
1379,2023-07-12 16:14:08,0,11,1,3,3,11,0,304,2024-11-04 08:09:26,0,1
838,2023-08-03 16:19:27,0,39,1,4,3,21,0,497,2024-11-04 08:07:36,0,1
1173,2023-06-08 16:26:48,0,40,0,45,2,157,0,896,2024-11-04 08:08:03,4,2
975,2023-05-29 18:27:43,0,6,1,2,3,140,0,103,2024-11-04 08:09:33,0,2
248,2023-06-05 17:28:06,0,14,1,41,0,20,0,1345,2024-11-04 08:08:32,4,1
1126,2023-09-11 17:52:59,0,19,0,58,2,135,0,1148,2024-11-04 08:08:23,4,2
267,2023-10-13 16:05:10,0,6,0,31,0,136,0,1245,2024-11-04 08:07:16,3,2
1418,2023-07-10 16:41:50,0,10,0,54,2,17,0,857,2024-11-04 08:07:38,4,1
348,2023-07-03 16:38:45,0,24,2,1,3,147,0,98,2024-11-04 08:11:37,0,2
457,2023-08-21 18:11:41,0,27,0,11,1,131,0,1441,2024-11-04 08:09:57,1,2
380,2023-07-18 16:05:40,0,38,1,4,4,39,0,338,2024-11-04 08:09:02,0,1
1038,2023-06-19 17:58:54,0,11,1,59,2,111,0,1097,2024-11-04 08:10:16,4,2
474,2023-06-12 17:09:42,0,34,2,9,3,38,0,229,2024-11-04 08:08:45,1,1
594,2023-02-27 17:17:05,0,26,0,34,2,65,0,990,2024-11-04 08:10:45,3,1
1242,2023-06-19 16:32:01,0,10,0,42,1,162,0,772,2024-11-04 08:06:25,4,2
1582,2023-08-16 16:28:30,0,39,0,7,3,253,0,73,2024-11-04 08:07:50,0,0
738,2023-11-14 16:23:09,0,8,2,50,0,21,0,1091,2024-11-04 08:11:14,4,1
675,2023-10-12 17:10:20,0,29,1,37,0,105,0,1093,2024-11-04 08:08:11,3,2
116,2023-04-25 16:11:22,0,9,1,10,3,143,0,243,2024-11-04 08:10:17,1,2
526,2023-12-28 16:27:12,0,10,0,28,0,91,0,1533,2024-11-04 08:08:09,3,2
664,2023-03-30 18:20:58,0,38,1,49,2,165,0,553,2024-11-04 08:11:51,4,2
77,2023-02-06 18:18:26,0,43,1,39,2,144,0,723,2024-11-04 08:08:27,4,2
769,2023-07-24 16:41:18,0,33,1,57,2,47,0,1224,2024-11-04 08:10:34,4,1
400,2023-12-25 17:42:00,0,42,1,3,3,118,0,147,2024-11-04 08:08:41,0,2
490,2023-01-12 16:44:29,0,22,2,45,2,129,0,303,2024-11-04 08:12:10,4,2
1444,2023-09-21 16:05:38,0,5,2,44,2,199,0,540,2024-11-04 08:11:53,4,0
1492,2023-03-10 17:34:34,0,31,2,54,2,72,0,575,2024-11-04 08:09:47,4,1
412,2023-01-09 17:27:58,0,39,2,20,0,147,0,957,2024-11-04 08:09:06,2,2
798,2023-06-27 16:37:04,0,35,1,7,3,4,0,77,2024-11-04 08:09:55,0,1
824,2023-11-06 16:31:43,0,40,2,50,2,267,0,612,2024-11-04 08:12:21,4,0
40,2023-02-10 17:45:34,0,30,0,4,3,131,0,299,2024-11-04 08:07:47,0,2
1303,2023-10-12 16:29:09,0,23,1,12,1,95,0,1168,2024-11-04 08:11:05,1,2
87,2023-02-13 17:58:45,0,1,0,39,0,34,0,1489,2024-11-04 08:09:04,4,1
1037,2023-06-05 17:45:07,0,21,2,27,0,26,0,1618,2024-11-04 08:10:45,2,1
433,2023-03-01 16:09:58,0,41,0,23,0,250,0,1624,2024-11-04 08:08:37,2,0
222,2023-01-09 17:17:53,0,29,1,5,3,190,0,1034,2024-11-04 08:12:08,0,0
1163,2023-12-29 17:55:30,0,37,1,26,0,2,0,1557,2024-11-04 08:11:00,2,1
951,2023-02-06 16:05:08,0,32,0,57,2,211,0,616,2024-11-04 08:07:53,4,0
313,2023-03-03 16:00:01,0,27,3,49,0,131,0,1352,2024-11-04 08:07:12,4,2
34,2023-02-06 16:38:45,0,25,0,22,0,135,0,1314,2024-11-04 08:07:19,2,2
1412,2023-02-22 16:42:17,0,15,1,27,0,254,0,88,2024-11-04 08:06:52,2,0
981,2023-07-28 17:36:30,0,3,0,46,0,115,0,1305,2024-11-04 08:07:21,4,2
940,2023-06-15 16:41:00,0,25,0,57,2,192,0,609,2024-11-04 08:08:53,4,0
140,2023-11-29 17:15:02,0,33,1,36,1,100,0,1068,2024-11-04 08:09:23,3,2
1286,2023-01-09 16:12:00,0,13,0,48,0,52,0,1523,2024-11-04 08:09:42,4,1
712,2023-05-04 17:46:15,0,26,2,42,1,267,0,545,2024-11-04 08:07:57,4,0
1035,2023-08-29 16:17:55,0,3,0,47,2,54,0,652,2024-11-04 08:11:11,4,1
585,2023-07-31 16:52:24,0,20,0,3,3,130,0,26,2024-11-04 08:06:49,0,2
1073,2023-06-05 17:48:33,0,6,2,40,2,205,0,784,2024-11-04 08:08:22,4,0
232,2023-01-20 18:31:25,0,10,1,11,1,108,0,905,2024-11-04 08:06:50,1,2
1456,2023-01-23 16:47:11,0,3,0,14,0,74,0,1421,2024-11-04 08:10:16,1,1
450,2023-05-15 16:19:03,0,6,2,59,2,115,0,268,2024-11-04 08:10:48,4,2
1066,2023-06-06 17:32:57,0,41,1,4,3,20,0,500,2024-11-04 08:08:11,0,1
1502,2023-10-23 17:25:04,0,23,0,2,3,131,0,252,2024-11-04 08:09:12,0,2
939,2023-08-14 18:08:27,0,16,1,19,1,69,0,1432,2024-11-04 08:09:24,2,1
191,2023-04-25 16:34:55,0,6,2,1,3,61,0,218,2024-11-04 08:11:38,0,1
663,2023-05-08 17:33:08,0,29,0,7,3,47,0,247,2024-11-04 08:12:13,0,1
1209,2023-10-23 16:27:20,0,34,0,42,0,130,0,1321,2024-11-04 08:07:10,4,2
1576,2023-10-05 16:27:27,0,41,0,7,3,16,0,493,2024-11-04 08:08:37,0,1
76,2023-09-06 16:24:45,0,35,0,31,1,163,0,1264,2024-11-04 08:09:26,3,2
309,2023-06-15 18:45:38,0,8,0,22,1,64,0,33,2024-11-04 08:08:46,2,1
1018,2023-06-26 16:55:17,0,22,2,19,1,259,0,1094,2024-11-04 08:08:20,2,0
1345,2023-08-07 16:02:07,0,15,2,16,0,163,0,39,2024-11-04 08:10:30,1,2
800,2023-03-13 16:10:01,0,34,0,41,2,130,0,637,2024-11-04 08:06:34,4,2
724,2023-05-01 18:38:15,0,3,0,0,3,193,0,424,2024-11-04 08:10:01,0,0
